Number,Legs,Wings,Gender,Length,Height,Weight,Environment,Classification
6838,4,0,Female,1049,54,5900.625,air,Serpent
6839,4,2,Female,894,73,5028.75,air,Flying Serpent
6840,4,2,Female,219,162,1231.875,cave,Drake
6841,2,4,Female,256,224,1440.0,volcanoes,Wyvern
6842,4,4,Female,675,499,3796.875,cave,Dragon
6843,0,0,Male,1034,50,5816.25,swamp,Wyrm
6844,4,2,Male,895,98,5034.375,air,Flying Serpent
6845,2,2,Female,248,131,1395.0,air,Drake
6846,2,4,Male,272,147,1530.0,volcanoes,Wyvern
6847,4,6,Male,498,489,2801.25,volcanoes,Dragon
6848,4,2,Female,884,72,4972.5,air,Flying Serpent
6849,4,2,Male,475,315,2671.875,mountain,Dragon
6850,0,0,Male,1090,51,6131.25,cave,Wyrm
6851,4,6,Female,516,598,2902.5,mountain,Dragon
6852,0,0,Male,1003,50,5641.875,cave,Wyrm
6853,2,4,Male,257,168,1445.625,volcanoes,Wyvern
6854,4,0,Male,620,75,3487.5,water,Serpent
6855,4,2,Female,892,84,5017.5,air,Flying Serpent
6856,0,0,Male,909,51,5113.125,swamp,Wyrm
6857,4,2,Male,909,87,5113.125,air,Flying Serpent
6858,2,2,Female,255,154,1434.375,volcanoes,Drake
6859,0,0,Female,1042,40,5861.25,swamp,Wyrm
6860,4,0,Female,806,73,4533.75,air,Serpent
6861,2,4,Male,307,184,1726.875,volcanoes,Wyvern
6862,4,2,Male,780,99,4387.5,air,Flying Serpent
6863,4,2,Male,838,95,4713.75,air,Flying Serpent
6864,4,6,Female,645,584,3628.125,cave,Dragon
6865,2,4,Female,427,181,2401.875,volcanoes,Wyvern
6866,4,0,Male,776,74,4365.0,air,Serpent
6867,2,2,Female,228,135,1282.5,woods,Drake
6868,4,0,Female,960,73,5400.0,water,Serpent
6869,4,0,Female,914,56,5141.25,air,Serpent
6870,4,6,Female,823,292,4629.375,cave,Dragon
6871,2,2,Female,233,151,1310.625,volcanoes,Drake
6872,0,0,Male,947,64,5326.875,cave,Wyrm
6873,4,2,Female,231,161,1299.375,cave,Drake
6874,4,0,Male,913,66,5135.625,air,Serpent
6875,2,4,Male,403,220,2266.875,volcanoes,Wyvern
6876,4,4,Female,531,428,2986.875,cave,Dragon
6877,4,0,Female,704,57,3960.0,air,Serpent
6878,2,2,Male,201,149,1130.625,cave,Drake
6879,4,2,Female,1080,76,6075.0,air,Flying Serpent
6880,4,2,Male,210,128,1181.25,mountain,Drake
6881,4,2,Male,199,140,1119.375,air,Drake
6882,4,6,Female,719,566,4044.375,mountain,Dragon
6883,4,2,Male,854,86,4803.75,air,Flying Serpent
6884,2,2,Male,415,203,2334.375,volcanoes,Wyvern
6885,0,0,Male,1023,50,5754.375,cave,Wyrm
6886,4,0,Female,1006,67,5658.75,water,Serpent
6887,0,0,Female,1148,47,6457.5,swamp,Wyrm
6888,4,0,Female,1080,74,6075.0,water,Serpent
6889,2,4,Male,411,140,2311.875,volcanoes,Wyvern
6890,4,0,Female,812,74,4567.5,air,Serpent
6891,2,2,Female,232,139,1305.0,cave,Drake
6892,4,6,Female,767,423,4314.375,volcanoes,Dragon
6893,2,4,Female,543,259,3054.375,volcanoes,Wyvern
6894,0,0,Female,1350,48,7593.75,cave,Wyrm
6895,4,2,Female,762,76,4286.25,air,Flying Serpent
6896,4,0,Female,711,54,3999.375,water,Serpent
6897,2,2,Female,226,166,1271.25,desert,Drake
6898,0,0,Male,1131,49,6361.875,swamp,Wyrm
6899,2,2,Male,175,137,984.375,desert,Drake
6900,0,0,Male,980,57,5512.5,cave,Wyrm
6901,4,2,Female,612,300,3442.5,cave,Dragon
6902,4,0,Female,727,59,4089.375,water,Serpent
6903,0,0,Female,1224,36,6885.0,cave,Wyrm
6904,0,0,Female,1343,49,7554.375,cave,Wyrm
6905,4,0,Male,885,77,4978.125,air,Serpent
6906,4,2,Male,899,93,5056.875,air,Flying Serpent
6907,4,2,Male,220,92,1237.5,air,Drake
6908,0,0,Male,889,45,5000.625,cave,Wyrm
6909,0,0,Female,1061,36,5968.125,cave,Wyrm
6910,4,6,Male,458,250,2576.25,mountain,Dragon
6911,0,0,Female,1046,40,5883.75,swamp,Wyrm
6912,4,0,Male,599,72,3369.375,water,Serpent
6913,0,0,Female,1049,43,5900.625,cave,Wyrm
6914,0,0,Female,1139,38,6406.875,swamp,Wyrm
6915,4,6,Female,584,520,3285.0,volcanoes,Dragon
6916,2,2,Male,199,120,1119.375,cave,Drake
6917,2,2,Female,255,146,1434.375,cave,Drake
6918,4,2,Male,188,110,1057.5,cave,Drake
6919,4,6,Male,484,496,2722.5,volcanoes,Dragon
6920,4,6,Female,741,614,4168.125,mountain,Dragon
6921,4,2,Male,800,80,4500.0,air,Flying Serpent
6922,4,2,Female,644,605,3622.5,volcanoes,Dragon
6923,0,0,Male,1144,52,6435.0,cave,Wyrm
6924,4,0,Female,908,60,5107.5,air,Serpent
6925,4,4,Male,406,249,2283.75,mountain,Dragon
6926,4,4,Female,501,518,2818.125,cave,Dragon
6927,4,2,Male,197,121,1108.125,cave,Drake
6928,4,6,Male,398,554,2238.75,cave,Dragon
6929,4,2,Male,201,147,1130.625,cave,Drake
6930,4,2,Female,218,152,1226.25,volcanoes,Drake
6931,4,6,Female,718,568,4038.75,mountain,Dragon
6932,0,0,Male,969,48,5450.625,swamp,Wyrm
6933,4,6,Male,603,335,3391.875,cave,Dragon
6934,4,2,Male,409,320,2300.625,mountain,Dragon
6935,2,4,Female,594,201,3341.25,volcanoes,Wyvern
6936,0,0,Female,1202,37,6761.25,swamp,Wyrm
6937,0,0,Male,851,48,4786.875,swamp,Wyrm
6938,4,2,Male,185,129,1040.625,cave,Drake
6939,0,0,Female,1124,41,6322.5,swamp,Wyrm
6940,4,6,Male,570,445,3206.25,cave,Dragon
6941,0,0,Male,1098,58,6176.25,swamp,Wyrm
6942,4,0,Male,599,69,3369.375,air,Serpent
6943,4,0,Female,1077,50,6058.125,water,Serpent
6944,2,2,Male,216,101,1215.0,desert,Drake
6945,4,4,Female,550,400,3093.75,mountain,Dragon
6946,4,2,Female,829,73,4663.125,air,Flying Serpent
6947,4,2,Male,214,127,1203.75,air,Drake
6948,0,0,Female,1133,36,6373.125,swamp,Wyrm
6949,2,2,Male,181,147,1018.125,cave,Drake
6950,4,6,Male,564,432,3172.5,cave,Dragon
6951,2,2,Female,241,125,1355.625,mountain,Drake
6952,4,0,Male,860,67,4837.5,air,Serpent
6953,2,2,Male,214,93,1203.75,cave,Drake
6954,2,2,Female,217,147,1220.625,volcanoes,Drake
6955,4,2,Female,645,377,3628.125,volcanoes,Dragon
6956,4,2,Male,190,114,1068.75,mountain,Drake
6957,2,2,Male,233,220,1310.625,volcanoes,Wyvern
6958,4,0,Female,790,71,4443.75,water,Serpent
6959,4,0,Female,1100,54,6187.5,water,Serpent
6960,2,2,Male,234,134,1316.25,volcanoes,Wyvern
6961,0,0,Male,955,63,5371.875,swamp,Wyrm
6962,2,2,Male,185,142,1040.625,air,Drake
6963,2,2,Male,270,137,1518.75,volcanoes,Wyvern
6964,4,2,Female,766,75,4308.75,air,Flying Serpent
6965,4,2,Male,471,467,2649.375,cave,Dragon
6966,4,0,Female,1107,56,6226.875,air,Serpent
6967,4,2,Male,898,85,5051.25,air,Flying Serpent
6968,4,2,Male,182,111,1023.75,woods,Drake
6969,4,2,Male,206,149,1158.75,cave,Drake
6970,4,0,Male,994,71,5591.25,air,Serpent
6971,2,2,Female,469,286,2638.125,volcanoes,Wyvern
6972,4,2,Female,837,70,4708.125,air,Flying Serpent
6973,4,0,Male,886,79,4983.75,air,Serpent
6974,2,2,Male,215,186,1209.375,volcanoes,Wyvern
6975,4,4,Male,488,583,2745.0,mountain,Dragon
6976,2,2,Female,239,125,1344.375,volcanoes,Drake
6977,4,2,Female,814,588,4578.75,volcanoes,Dragon
6978,2,2,Female,431,243,2424.375,volcanoes,Wyvern
6979,2,2,Male,221,129,1243.125,desert,Drake
6980,0,0,Female,1370,36,7706.25,cave,Wyrm
6981,4,0,Male,935,67,5259.375,air,Serpent
6982,4,2,Male,510,232,2868.75,mountain,Dragon
6983,4,2,Female,630,594,3543.75,cave,Dragon
6984,2,4,Female,372,289,2092.5,volcanoes,Wyvern
6985,4,2,Male,215,148,1209.375,desert,Drake
6986,0,0,Male,1115,62,6271.875,cave,Wyrm
6987,4,2,Female,892,65,5017.5,air,Flying Serpent
6988,0,0,Female,1333,42,7498.125,cave,Wyrm
6989,2,4,Female,431,239,2424.375,volcanoes,Wyvern
6990,2,2,Female,572,220,3217.5,volcanoes,Wyvern
6991,4,6,Male,501,219,2818.125,cave,Dragon
6992,2,2,Female,561,252,3155.625,volcanoes,Wyvern
6993,4,4,Male,580,209,3262.5,volcanoes,Dragon
6994,4,4,Female,819,587,4606.875,cave,Dragon
6995,2,2,Male,179,140,1006.875,volcanoes,Drake
6996,0,0,Male,870,55,4893.75,cave,Wyrm
6997,2,2,Female,254,126,1428.75,volcanoes,Drake
6998,2,4,Female,498,268,2801.25,volcanoes,Wyvern
6999,4,2,Female,735,75,4134.375,air,Flying Serpent
7000,4,6,Female,560,591,3150.0,mountain,Dragon
7001,4,4,Male,473,359,2660.625,volcanoes,Dragon
7002,4,4,Male,503,451,2829.375,mountain,Dragon
7003,4,0,Female,725,52,4078.125,air,Serpent
7004,2,2,Female,263,155,1479.375,woods,Drake
7005,4,2,Female,901,66,5068.125,air,Flying Serpent
7006,2,2,Male,175,90,984.375,mountain,Drake
7007,4,4,Female,721,411,4055.625,mountain,Dragon
7008,4,4,Male,558,448,3138.75,volcanoes,Dragon
7009,4,0,Female,917,71,5158.125,air,Serpent
7010,4,2,Male,710,97,3993.75,air,Flying Serpent
7011,4,2,Male,197,143,1108.125,mountain,Drake
7012,4,0,Male,706,68,3971.25,air,Serpent
7013,4,2,Male,794,79,4466.25,air,Flying Serpent
7014,0,0,Female,1324,38,7447.5,swamp,Wyrm
7015,4,2,Male,217,95,1220.625,air,Drake
7016,4,6,Female,525,558,2953.125,mountain,Dragon
7017,4,2,Male,841,92,4730.625,air,Flying Serpent
7018,4,0,Male,596,75,3352.5,water,Serpent
7019,4,2,Female,261,134,1468.125,mountain,Drake
7020,4,4,Female,656,349,3690.0,cave,Dragon
7021,4,2,Male,455,436,2559.375,cave,Dragon
7022,2,4,Female,437,202,2458.125,volcanoes,Wyvern
7023,2,2,Female,264,128,1485.0,desert,Drake
7024,0,0,Male,1219,64,6856.875,swamp,Wyrm
7025,4,0,Female,769,53,4325.625,water,Serpent
7026,4,2,Male,176,133,990.0,air,Drake
7027,2,4,Female,452,282,2542.5,volcanoes,Wyvern
7028,4,6,Female,672,445,3780.0,cave,Dragon
7029,0,0,Female,1141,41,6418.125,cave,Wyrm
7030,2,2,Female,227,130,1276.875,woods,Drake
7031,4,0,Female,1073,55,6035.625,air,Serpent
7032,2,2,Female,327,292,1839.375,volcanoes,Wyvern
7033,4,2,Male,544,591,3060.0,volcanoes,Dragon
7034,0,0,Male,1146,52,6446.25,cave,Wyrm
7035,0,0,Male,1194,58,6716.25,swamp,Wyrm
7036,4,2,Male,913,75,5135.625,air,Flying Serpent
7037,4,2,Male,614,85,3453.75,air,Flying Serpent
7038,4,0,Female,1164,69,6547.5,air,Serpent
7039,2,2,Female,468,180,2632.5,volcanoes,Wyvern
7040,0,0,Male,872,48,4905.0,cave,Wyrm
7041,0,0,Male,933,57,5248.125,swamp,Wyrm
7042,4,0,Male,956,79,5377.5,water,Serpent
7043,2,2,Male,184,145,1035.0,woods,Drake
7044,4,2,Male,924,78,5197.5,air,Flying Serpent
7045,4,2,Female,570,362,3206.25,volcanoes,Dragon
7046,4,6,Male,436,410,2452.5,volcanoes,Dragon
7047,4,2,Female,882,66,4961.25,air,Flying Serpent
7048,0,0,Male,883,57,4966.875,cave,Wyrm
7049,4,2,Male,459,221,2581.875,volcanoes,Dragon
7050,2,4,Male,338,214,1901.25,volcanoes,Wyvern
7051,4,4,Male,434,379,2441.25,cave,Dragon
7052,4,0,Female,1033,55,5810.625,air,Serpent
7053,0,0,Male,841,56,4730.625,cave,Wyrm
7054,0,0,Male,943,52,5304.375,swamp,Wyrm
7055,4,2,Male,213,123,1198.125,volcanoes,Drake
7056,4,2,Male,847,89,4764.375,air,Flying Serpent
7057,0,0,Male,931,57,5236.875,swamp,Wyrm
7058,4,4,Female,577,419,3245.625,mountain,Dragon
7059,4,0,Male,907,66,5101.875,air,Serpent
7060,2,2,Female,517,172,2908.125,volcanoes,Wyvern
7061,2,2,Female,234,128,1316.25,mountain,Drake
7062,4,0,Male,710,68,3993.75,air,Serpent
7063,2,2,Male,200,144,1125.0,volcanoes,Drake
7064,4,6,Female,745,571,4190.625,cave,Dragon
7065,4,4,Male,519,216,2919.375,mountain,Dragon
7066,2,2,Female,550,265,3093.75,volcanoes,Wyvern
7067,4,0,Male,905,76,5090.625,water,Serpent
7068,4,4,Male,552,332,3105.0,mountain,Dragon
7069,0,0,Female,972,36,5467.5,swamp,Wyrm
7070,2,2,Female,253,162,1423.125,air,Drake
7071,4,2,Male,828,82,4657.5,air,Flying Serpent
7072,4,2,Male,480,415,2700.0,volcanoes,Dragon
7073,4,2,Female,960,81,5400.0,air,Flying Serpent
7074,2,2,Male,208,113,1170.0,air,Drake
7075,4,2,Male,444,497,2497.5,cave,Dragon
7076,2,4,Male,261,163,1468.125,volcanoes,Wyvern
7077,0,0,Female,1246,47,7008.75,swamp,Wyrm
7078,4,2,Male,623,79,3504.375,air,Flying Serpent
7079,4,6,Female,760,304,4275.0,cave,Dragon
7080,2,2,Male,184,137,1035.0,desert,Drake
7081,0,0,Male,1048,51,5895.0,cave,Wyrm
7082,2,2,Female,381,252,2143.125,volcanoes,Wyvern
7083,2,2,Male,190,122,1068.75,cave,Drake
7084,4,2,Female,572,355,3217.5,volcanoes,Dragon
7085,4,2,Male,196,142,1102.5,woods,Drake
7086,2,2,Male,328,193,1845.0,volcanoes,Wyvern
7087,2,2,Male,419,147,2356.875,volcanoes,Wyvern
7088,4,2,Male,618,90,3476.25,air,Flying Serpent
7089,4,6,Female,534,460,3003.75,mountain,Dragon
7090,4,2,Male,202,98,1136.25,cave,Drake
7091,0,0,Female,999,45,5619.375,swamp,Wyrm
7092,4,2,Female,614,484,3453.75,cave,Dragon
7093,4,2,Female,705,81,3965.625,air,Flying Serpent
7094,0,0,Male,825,52,4640.625,swamp,Wyrm
7095,4,2,Female,583,336,3279.375,mountain,Dragon
7096,4,0,Female,794,53,4466.25,water,Serpent
7097,4,2,Female,241,114,1355.625,desert,Drake
7098,4,4,Male,493,370,2773.125,volcanoes,Dragon
7099,0,0,Female,1329,42,7475.625,swamp,Wyrm
7100,4,4,Female,537,517,3020.625,volcanoes,Dragon
7101,2,2,Male,192,134,1080.0,mountain,Drake
7102,4,0,Male,1000,69,5625.0,air,Serpent
7103,4,2,Female,765,507,4303.125,volcanoes,Dragon
7104,4,0,Male,826,75,4646.25,water,Serpent
7105,0,0,Female,1024,40,5760.0,swamp,Wyrm
7106,4,0,Female,1089,70,6125.625,air,Serpent
7107,4,2,Female,252,133,1417.5,mountain,Drake
7108,2,2,Female,241,170,1355.625,air,Drake
7109,4,4,Male,537,497,3020.625,mountain,Dragon
7110,4,6,Male,594,259,3341.25,mountain,Dragon
7111,0,0,Female,1300,35,7312.5,cave,Wyrm
7112,4,4,Male,457,531,2570.625,mountain,Dragon
7113,4,2,Female,617,466,3470.625,volcanoes,Dragon
7114,4,4,Male,455,317,2559.375,mountain,Dragon
7115,4,4,Female,513,321,2885.625,cave,Dragon
7116,4,2,Male,583,484,3279.375,volcanoes,Dragon
7117,4,2,Male,561,303,3155.625,mountain,Dragon
7118,2,2,Male,207,96,1164.375,desert,Drake
7119,0,0,Female,1089,36,6125.625,swamp,Wyrm
7120,0,0,Female,1022,48,5748.75,swamp,Wyrm
7121,4,2,Male,894,90,5028.75,air,Flying Serpent
7122,0,0,Male,986,61,5546.25,swamp,Wyrm
7123,2,2,Male,183,92,1029.375,cave,Drake
7124,4,0,Female,1109,66,6238.125,water,Serpent
7125,4,0,Male,603,65,3391.875,water,Serpent
7126,2,2,Female,484,287,2722.5,volcanoes,Wyvern
7127,4,2,Female,973,66,5473.125,air,Flying Serpent
7128,2,2,Female,250,120,1406.25,mountain,Drake
7129,4,6,Female,580,281,3262.5,volcanoes,Dragon
7130,2,2,Male,243,221,1366.875,volcanoes,Wyvern
7131,4,0,Male,888,71,4995.0,water,Serpent
7132,0,0,Female,1027,44,5776.875,swamp,Wyrm
7133,4,6,Male,614,287,3453.75,mountain,Dragon
7134,0,0,Male,1061,54,5968.125,cave,Wyrm
7135,4,0,Male,797,79,4483.125,air,Serpent
7136,4,0,Male,642,73,3611.25,water,Serpent
7137,4,0,Male,728,70,4095.0,water,Serpent
7138,4,2,Male,485,536,2728.125,cave,Dragon
7139,4,2,Male,845,90,4753.125,air,Flying Serpent
7140,4,2,Male,573,342,3223.125,volcanoes,Dragon
7141,4,0,Male,889,72,5000.625,air,Serpent
7142,0,0,Male,1070,52,6018.75,swamp,Wyrm
7143,0,0,Female,964,42,5422.5,swamp,Wyrm
7144,4,2,Male,616,85,3465.0,air,Flying Serpent
7145,2,2,Male,359,209,2019.375,volcanoes,Wyvern
7146,4,0,Female,698,70,3926.25,air,Serpent
7147,4,4,Female,773,554,4348.125,volcanoes,Dragon
7148,2,2,Female,352,247,1980.0,volcanoes,Wyvern
7149,4,2,Male,176,125,990.0,cave,Drake
7150,4,4,Male,494,520,2778.75,mountain,Dragon
7151,4,2,Male,537,362,3020.625,volcanoes,Dragon
7152,4,2,Female,681,443,3830.625,volcanoes,Dragon
7153,0,0,Female,1142,42,6423.75,swamp,Wyrm
7154,4,4,Male,465,373,2615.625,cave,Dragon
7155,4,2,Female,705,71,3965.625,air,Flying Serpent
7156,2,2,Male,338,136,1901.25,volcanoes,Wyvern
7157,4,6,Female,701,589,3943.125,volcanoes,Dragon
7158,4,4,Male,484,421,2722.5,mountain,Dragon
7159,0,0,Male,947,60,5326.875,cave,Wyrm
7160,4,0,Female,1049,57,5900.625,air,Serpent
7161,2,4,Female,262,232,1473.75,volcanoes,Wyvern
7162,4,2,Male,829,81,4663.125,air,Flying Serpent
7163,0,0,Male,1226,53,6896.25,swamp,Wyrm
7164,0,0,Male,1188,56,6682.5,cave,Wyrm
7165,2,2,Female,239,123,1344.375,desert,Drake
7166,4,2,Female,684,410,3847.5,volcanoes,Dragon
7167,4,2,Female,557,476,3133.125,mountain,Dragon
7168,0,0,Female,1229,46,6913.125,swamp,Wyrm
7169,4,0,Female,1018,56,5726.25,air,Serpent
7170,0,0,Female,1323,35,7441.875,cave,Wyrm
7171,2,2,Female,247,127,1389.375,woods,Drake
7172,0,0,Male,1187,45,6676.875,cave,Wyrm
7173,4,2,Male,883,79,4966.875,air,Flying Serpent
7174,4,0,Female,1091,61,6136.875,air,Serpent
7175,2,2,Female,215,111,1209.375,air,Drake
7176,4,2,Male,679,98,3819.375,air,Flying Serpent
7177,0,0,Male,1234,54,6941.25,swamp,Wyrm
7178,0,0,Male,863,56,4854.375,swamp,Wyrm
7179,4,2,Female,719,462,4044.375,volcanoes,Dragon
7180,2,4,Male,325,148,1828.125,volcanoes,Wyvern
7181,2,4,Female,485,249,2728.125,volcanoes,Wyvern
7182,0,0,Male,1240,54,6975.0,cave,Wyrm
7183,4,6,Male,600,241,3375.0,volcanoes,Dragon
7184,2,2,Male,200,111,1125.0,volcanoes,Drake
7185,4,2,Male,212,117,1192.5,desert,Drake
7186,4,4,Male,556,399,3127.5,cave,Dragon
7187,4,6,Female,564,557,3172.5,mountain,Dragon
7188,2,2,Female,216,151,1215.0,air,Drake
7189,0,0,Male,1125,60,6328.125,swamp,Wyrm
7190,4,0,Female,1007,72,5664.375,air,Serpent
7191,4,0,Female,967,65,5439.375,water,Serpent
7192,2,4,Female,307,186,1726.875,volcanoes,Wyvern
7193,4,2,Female,257,148,1445.625,cave,Drake
7194,4,2,Male,516,394,2902.5,mountain,Dragon
7195,4,2,Female,797,71,4483.125,air,Flying Serpent
7196,4,2,Female,829,80,4663.125,air,Flying Serpent
7197,4,6,Female,787,258,4426.875,volcanoes,Dragon
7198,0,0,Male,942,64,5298.75,cave,Wyrm
7199,4,0,Male,736,79,4140.0,water,Serpent
7200,4,4,Female,546,601,3071.25,volcanoes,Dragon
7201,4,6,Female,777,368,4370.625,mountain,Dragon
7202,2,2,Female,474,204,2666.25,volcanoes,Wyvern
7203,2,2,Male,190,137,1068.75,desert,Drake
7204,4,6,Female,511,407,2874.375,volcanoes,Dragon
7205,4,0,Female,989,58,5563.125,air,Serpent
7206,2,2,Male,256,189,1440.0,volcanoes,Wyvern
7207,2,2,Male,312,169,1755.0,volcanoes,Wyvern
7208,2,4,Female,336,218,1890.0,volcanoes,Wyvern
7209,2,2,Male,343,164,1929.375,volcanoes,Wyvern
7210,4,2,Male,655,78,3684.375,air,Flying Serpent
7211,4,6,Female,699,503,3931.875,mountain,Dragon
7212,4,0,Male,907,70,5101.875,water,Serpent
7213,4,2,Male,433,483,2435.625,cave,Dragon
7214,2,4,Female,588,251,3307.5,volcanoes,Wyvern
7215,2,2,Male,223,128,1254.375,desert,Drake
7216,4,2,Female,732,66,4117.5,air,Flying Serpent
7217,4,0,Female,1086,62,6108.75,water,Serpent
7218,2,4,Male,341,128,1918.125,volcanoes,Wyvern
7219,2,2,Male,195,99,1096.875,cave,Drake
7220,4,6,Male,589,579,3313.125,volcanoes,Dragon
7221,2,4,Female,294,190,1653.75,volcanoes,Wyvern
7222,2,4,Male,303,162,1704.375,volcanoes,Wyvern
7223,2,2,Female,251,129,1411.875,air,Drake
7224,4,2,Male,698,89,3926.25,air,Flying Serpent
7225,2,2,Male,216,172,1215.0,volcanoes,Wyvern
7226,0,0,Male,949,45,5338.125,cave,Wyrm
7227,4,0,Female,744,51,4185.0,water,Serpent
7228,0,0,Female,1220,49,6862.5,swamp,Wyrm
7229,4,2,Female,758,525,4263.75,volcanoes,Dragon
7230,4,0,Female,897,71,5045.625,water,Serpent
7231,2,2,Male,185,124,1040.625,woods,Drake
7232,4,2,Female,216,128,1215.0,mountain,Drake
7233,0,0,Male,878,46,4938.75,swamp,Wyrm
7234,4,2,Female,755,72,4246.875,air,Flying Serpent
7235,4,0,Male,819,70,4606.875,water,Serpent
7236,2,2,Female,537,294,3020.625,volcanoes,Wyvern
7237,4,0,Female,746,54,4196.25,water,Serpent
7238,0,0,Female,1302,37,7323.75,swamp,Wyrm
7239,2,2,Female,466,198,2621.25,volcanoes,Wyvern
7240,4,0,Female,941,51,5293.125,water,Serpent
7241,4,2,Female,588,458,3307.5,mountain,Dragon
7242,2,2,Female,259,296,1456.875,volcanoes,Wyvern
7243,0,0,Male,1063,56,5979.375,swamp,Wyrm
7244,4,4,Male,598,471,3363.75,mountain,Dragon
7245,4,0,Female,717,69,4033.125,water,Serpent
7246,4,0,Female,1075,59,6046.875,water,Serpent
7247,0,0,Male,1021,48,5743.125,swamp,Wyrm
7248,4,2,Female,243,147,1366.875,desert,Drake
7249,4,2,Male,834,81,4691.25,air,Flying Serpent
7250,4,2,Male,175,110,984.375,desert,Drake
7251,4,0,Female,1068,68,6007.5,water,Serpent
7252,4,2,Female,836,82,4702.5,air,Flying Serpent
7253,4,2,Male,642,88,3611.25,air,Flying Serpent
7254,2,2,Male,319,219,1794.375,volcanoes,Wyvern
7255,4,0,Female,722,56,4061.25,air,Serpent
7256,4,2,Male,674,95,3791.25,air,Flying Serpent
7257,4,2,Male,446,505,2508.75,cave,Dragon
7258,4,0,Male,938,68,5276.25,air,Serpent
7259,4,2,Male,180,117,1012.5,desert,Drake
7260,4,2,Female,908,79,5107.5,air,Flying Serpent
7261,0,0,Male,965,46,5428.125,swamp,Wyrm
7262,4,2,Female,724,65,4072.5,air,Flying Serpent
7263,0,0,Male,964,50,5422.5,cave,Wyrm
7264,2,2,Male,206,144,1158.75,woods,Drake
7265,0,0,Male,1090,61,6131.25,cave,Wyrm
7266,4,2,Female,722,492,4061.25,volcanoes,Dragon
7267,2,2,Female,417,256,2345.625,volcanoes,Wyvern
7268,4,0,Male,976,75,5490.0,water,Serpent
7269,4,0,Male,973,65,5473.125,water,Serpent
7270,2,2,Female,302,187,1698.75,volcanoes,Wyvern
7271,0,0,Male,1223,57,6879.375,cave,Wyrm
7272,0,0,Female,1004,47,5647.5,swamp,Wyrm
7273,4,2,Female,543,460,3054.375,cave,Dragon
7274,4,2,Male,535,398,3009.375,volcanoes,Dragon
7275,4,2,Female,714,76,4016.25,air,Flying Serpent
7276,2,2,Male,211,113,1186.875,woods,Drake
7277,2,2,Male,192,105,1080.0,air,Drake
7278,2,4,Female,431,240,2424.375,volcanoes,Wyvern
7279,0,0,Male,1102,61,6198.75,cave,Wyrm
7280,4,2,Male,866,84,4871.25,air,Flying Serpent
7281,0,0,Male,1220,57,6862.5,swamp,Wyrm
7282,4,0,Female,1068,63,6007.5,water,Serpent
7283,4,2,Female,737,80,4145.625,air,Flying Serpent
7284,4,6,Female,622,593,3498.75,mountain,Dragon
7285,0,0,Male,1188,60,6682.5,cave,Wyrm
7286,2,4,Male,239,210,1344.375,volcanoes,Wyvern
7287,0,0,Male,1092,51,6142.5,swamp,Wyrm
7288,4,2,Female,1070,78,6018.75,air,Flying Serpent
7289,0,0,Male,932,48,5242.5,swamp,Wyrm
7290,2,4,Female,419,250,2356.875,volcanoes,Wyvern
7291,0,0,Male,1007,59,5664.375,cave,Wyrm
7292,0,0,Male,905,51,5090.625,swamp,Wyrm
7293,2,2,Female,243,113,1366.875,air,Drake
7294,4,2,Female,754,303,4241.25,volcanoes,Dragon
7295,0,0,Female,1105,43,6215.625,cave,Wyrm
7296,2,4,Male,371,152,2086.875,volcanoes,Wyvern
7297,4,2,Female,996,74,5602.5,air,Flying Serpent
7298,0,0,Female,1369,49,7700.625,cave,Wyrm
7299,4,2,Female,251,136,1411.875,cave,Drake
7300,4,2,Male,221,122,1243.125,mountain,Drake
7301,4,2,Female,824,334,4635.0,cave,Dragon
7302,0,0,Male,963,57,5416.875,swamp,Wyrm
7303,4,4,Female,752,402,4230.0,cave,Dragon
7304,4,2,Male,201,93,1130.625,cave,Drake
7305,4,2,Female,909,74,5113.125,air,Flying Serpent
7306,2,4,Male,275,160,1546.875,volcanoes,Wyvern
7307,2,4,Female,584,179,3285.0,volcanoes,Wyvern
7308,4,6,Female,571,332,3211.875,mountain,Dragon
7309,2,2,Female,262,119,1473.75,woods,Drake
7310,4,4,Male,573,430,3223.125,volcanoes,Dragon
7311,2,2,Male,423,174,2379.375,volcanoes,Wyvern
7312,4,0,Female,1167,63,6564.375,air,Serpent
7313,2,2,Female,215,122,1209.375,air,Drake
7314,4,2,Male,505,391,2840.625,cave,Dragon
7315,4,2,Male,193,111,1085.625,cave,Drake
7316,2,2,Male,377,151,2120.625,volcanoes,Wyvern
7317,2,2,Female,234,141,1316.25,mountain,Drake
7318,0,0,Male,1200,60,6750.0,swamp,Wyrm
7319,4,2,Male,629,86,3538.125,air,Flying Serpent
7320,4,2,Female,1026,69,5771.25,air,Flying Serpent
7321,4,2,Male,564,515,3172.5,volcanoes,Dragon
7322,2,2,Male,353,142,1985.625,volcanoes,Wyvern
7323,0,0,Male,1094,55,6153.75,swamp,Wyrm
7324,4,2,Male,675,82,3796.875,air,Flying Serpent
7325,4,0,Male,961,73,5405.625,water,Serpent
7326,4,2,Male,742,96,4173.75,air,Flying Serpent
7327,4,2,Male,644,87,3622.5,air,Flying Serpent
7328,4,2,Male,197,137,1108.125,mountain,Drake
7329,4,2,Female,255,128,1434.375,air,Drake
7330,2,2,Male,183,126,1029.375,air,Drake
